statename,ccode,leader,begyr,begmo,begday,leaderpos,affiliation,solschange,solsminchinit,solsminchdur,interim,archigosobsid,version
Argentina,160,Mauricio Macri,2015,12,10,President,PRO,1,0,0,0,ARG-2015,5
Uruguay,165,Viera,,,,President,PC,,,0,0,URU-1915,5
Uruguay,165,Brum,1919,3,5,President,PC,1,0,0,0,URU-1919,5
Uruguay,165,Serrato,1923,3,1,President,PC,1,0,0,0,URU-1923,5
Uruguay,165,Campisteguy,1927,3,1,President,PC,1,0,0,0,URU-1927,5
Uruguay,165,Terra,1931,3,1,President,PC,1,0,0,0,URU-1931,5
Uruguay,165,Baldomir,1938,6,19,President,PC,1,0,0,0,URU-1938,5
Uruguay,165,Amezaga,1943,3,1,President,PC,0,0,0,0,URU-1943,5
Uruguay,165,Berreta,1947,3,1,President,PC,0,0,0,0,URU-1947-1,5
Uruguay,165,Batlle Berres,1947,8,1,President,PC,0,0,0,0,URU-1947-2,5
Uruguay,165,Martinez Trueba,1951,3,1,"President, President of the National Council of Government",PC,0,0,0,0,URU-1951,5
Uruguay,165,Batlle Berres,1955,3,1,President of the National Council of Government,PC,0,0,0,0,URU-1955,5
Uruguay,165,Zubiria,1956,3,1,President of the National Council of Government,PC,0,0,0,0,URU-1956,5
Uruguay,165,Lezama,1957,3,1,President of the National Council of Government,PC,0,0,0,0,URU-1957,5
Uruguay,165,Fisher,1958,3,1,President of the National Council of Government,PC,0,0,0,0,URU-1958,5
Uruguay,165,Echegoyen,1959,3,2,President of the National Council of Government,PN,1,0,0,0,URU-1959,5
Uruguay,165,Nardone,1960,3,1,President of the National Council of Government,PN,0,0,0,0,URU-1960,5
Uruguay,165,Haedo,1961,3,1,President of the National Council of Government,PN,0,0,0,0,URU-1961,5
Uruguay,165,Harrison,1962,3,1,President of the National Council of Government,PN,0,0,0,0,URU-1962,5
Uruguay,165,Crespo,1963,3,1,President of the National Council of Government,PN,0,0,0,0,URU-1963,5
Uruguay,165,Giannattasio,1964,3,2,President of the National Council of Government,PN,0,0,0,0,URU-1964,5
Uruguay,165,Beltran,1965,2,7,President of the National Council of Government,PN,0,0,0,0,URU-1965,5
Uruguay,165,Heber Usher,1966,3,1,President of the National Council of Government,PN,0,0,0,0,URU-1966,5
Uruguay,165,Gestido,1967,3,1,President,PC,1,0,0,0,URU-1967-1,5
Uruguay,165,Pacheco Areco,1967,12,6,President,PC,0,0,0,0,URU-1967-2,5
Uruguay,165,Bordaberry,1972,3,1,President,Mil,1,0,0,0,URU-1972,5
Uruguay,165,Demichelli,1976,6,12,President,Mil,0,0,0,0,URU-1976-1,5
Uruguay,165,Mendez Manfredini,1976,9,1,President,Mil,0,0,0,0,URU-1976-2,5
Uruguay,165,Alvarez Armalino,1981,9,1,President,Mil,0,0,0,0,URU-1981,5
Uruguay,165,Sanguinetti,1985,3,1,President,PC,1,0,0,0,URU-1985,5
Uruguay,165,Lacalle de Herrera,1990,3,1,President,PN,1,0,0,0,URU-1990,5
Uruguay,165,Sanguinetti,1995,3,1,President,PC,1,0,0,0,URU-1995,5
Uruguay,165,Jorge Battle,2000,3,2,President,PC,0,0,0,0,URU-2000,5
Uruguay,165,Tabare Ramon Vazquez Rosas,2005,3,1,President,FA,1,0,0,0,URU-2005,5
Uruguay,165,Jose Alberto Mujica Cordano,2010,3,1,President,FA,0,0,0,0,URU-2010,5
Uruguay,165,Tabare Ramon Vazquez Rosas,2015,3,1,President,FA,0,0,0,0,URU-2015,5
United Kingdom,200,Lloyd-George,,,,PM,Lib/Con,,,0,0,UKG-1916,5
United Kingdom,200,Bonar Law,1922,10,24,PM,Con,1,0,0,0,UKG-1922,5
United Kingdom,200,Baldwin,1923,5,27,PM,Con,0,0,0,0,UKG-1923,5
United Kingdom,200,MacDonald,1924,1,23,PM,Lab,1,0,0,0,UKG-1924-1,5
United Kingdom,200,Baldwin,1924,11,6,PM,Con,1,0,0,0,UKG-1924-2,5
United Kingdom,200,MacDonald,1929,6,8,PM,"Lab, NLab/Con/Lib",1,0,1,0,UKG-1929,5
United Kingdom,200,Baldwin,1935,6,7,PM,Con/Nlab/Lib,1,0,0,0,UKG-1935,5
United Kingdom,200,Chamberlain,1937,5,28,PM,Con/Nlab/Lib,0,0,0,0,UKG-1937,5
United Kingdom,200,Churchill,1940,5,10,PM,"Con/Lab/Lib, Con",0,1,0,0,UKG-1940,5
United Kingdom,200,Atlee,1945,7,27,PM,Lab,1,0,0,0,UKG-1945,5
United Kingdom,200,Churchill,1951,10,26,PM,Con,1,0,0,0,UKG-1951,5
United Kingdom,200,Eden,1955,4,6,PM,Con,0,0,0,0,UKG-1955,5
United Kingdom,200,MacMillan,1957,1,10,PM,Con,0,0,0,0,UKG-1957,5
United Kingdom,200,Douglas-Home,1963,10,18,PM,Con,0,0,0,0,UKG-1963,5
United Kingdom,200,Wilson,1964,10,16,PM,Lab,1,0,0,0,UKG-1964,5
United Kingdom,200,Heath,1970,6,19,PM,Con,1,0,0,0,UKG-1970,5
United Kingdom,200,Wilson,1974,3,4,PM,Lab,1,0,0,0,UKG-1974,5
United Kingdom,200,Callaghan,1976,4,5,PM,Lab,0,0,0,0,UKG-1976,5
United Kingdom,200,Thatcher,1979,5,4,PM,Con,1,0,0,0,UKG-1979,5
United Kingdom,200,Major,1990,11,28,PM,Con,0,0,0,0,UKG-1990,5
United Kingdom,200,Blair,1997,5,2,PM,Lab,1,0,0,0,UKG-1997,5
United Kingdom,200,James Gordon Brown,2007,6,27,PM,Lab,0,0,0,0,UKG-2007,5
United Kingdom,200,David William Donald Cameron,2010,5,11,PM,"Con/LD, Con",1,0,1,0,UKG-2010,5
United Kingdom,200,Theresa Mary May,2016,7,13,PM,Con,0,0,0,0,,5
Ireland,205,Cosgrave W.,,,,President of the Executive Council,CG,,,0,0,IRE-1922-3,5
Ireland,205,de Valera,1932,3,9,"President of the Executive Council, PM",FF,1,0,0,0,IRE-1932,5
Ireland,205,Costello,1948,2,18,PM,FG/LAB/CNT/CNP,1,0,0,0,IRE-1948,5
Ireland,205,de Valera,1951,6,13,PM,FF,1,0,0,0,IRE-1951,5
Ireland,205,Costello,1954,6,2,PM,FG/LAB/CNT,1,0,0,0,IRE-1954,5
Ireland,205,de Valera,1957,3,20,PM,FF,1,0,0,0,IRE-1957,5
Ireland,205,LeMass,1959,6,23,PM,FF,0,0,0,0,IRE-1959,5
Ireland,205,Lynch,1966,11,10,PM,FF,0,0,0,0,IRE-1966,5
Ireland,205,Cosgrave,1973,3,14,PM,FG/LAB,1,0,0,0,IRE-1973,5
Ireland,205,Lynch,1977,7,5,PM,FF,1,0,0,0,IRE-1977,5
Ireland,205,Haughey,1979,12,11,PM,FF,0,0,0,0,IRE-1979,5
Ireland,205,Fitzgerald,1981,6,30,PM,FG/LAB,1,0,0,0,IRE-1981,5
Ireland,205,Haughey,1982,3,9,PM,FF,1,0,0,0,IRE-1982-1,5
Ireland,205,Fitzgerald,1982,12,14,PM,FG/LAB,1,0,0,0,IRE-1982-2,5
Ireland,205,Haughey,1987,3,10,PM,"FF, FF/PD",1,0,1,0,IRE-1987,5
Ireland,205,Reynolds,1992,2,11,PM,"FF/PD, FF/LAB",0,0,1,0,IRE-1992,5
Ireland,205,Bruton,1994,12,15,PM,FG/LAB/DL,1,0,0,0,IRE-1994,5
Ireland,205,Ahern,1997,6,26,PM,"FF/PD, FF/GP/PD",1,0,1,0,IRE-1997,5
Ireland,205,Brian Bernard Cowen,2008,5,7,PM,FF/GP/PD,0,0,0,0,IRE-2008,5
Ireland,205,Enda Patrick Kenny,2011,3,9,PM,"FG/LAB, FG/NP",1,0,1,0,IRE-2011,5
Ireland,205,Leo Eric Varadkar,2017,6,14,PM,FG/NP,0,0,0,0,,5
Netherlands,210,de Beerenbrouck,,,,PM,AB/ARP/CHU,,,0,0,NTH-1918,5
Netherlands,210,Colijn,1925,8,4,PM,ARP/AB/CHU,1,0,0,0,NTH-1925,5
Netherlands,210,de Geer,1926,3,8,PM,CHU/ARP/RKSP,1,0,0,0,NTH-1926,5
Netherlands,210,de Beerenbrouck,1929,8,10,PM,RKSP/ARP/CHU,1,0,0,0,NTH-1929,5
Netherlands,210,Colijn,1933,5,26,PM,"ARP/RKSP/CHU/VDB/VB, ARP/RKSP/CHU, ARP/CHU",1,0,2,0,NTH-1933,5
Netherlands,210,de Geer,1939,8,10,PM,CHU/RKSP/SDAP/VDB/ARP,1,0,0,0,NTH-1939,5
Netherlands,210,Schermerhorn,1945,6,24,PM,VDB/PvdA/KVP/ARP,0,0,0,1,NTH-1945,5
Netherlands,210,Beel,1946,7,3,PM,KVP/PvdA,1,0,0,0,NTH-1946,5
Netherlands,210,Drees,1948,8,7,PM,"PvdA/KVP/CHU/VVD, PvdA/KVP/CHU/ARP",1,0,1,0,NTH-1948,5
Netherlands,210,Beel,1958,12,22,PM,KVP/CHU/ARP,0,0,0,1,NTH-1958,5
Netherlands,210,de Quay,1959,5,19,PM,KVP/CHU/ARP/VVD,1,0,0,0,NTH-1959,5
Netherlands,210,Marijnen,1963,7,24,PM,KVP/CHU/ARP/VVD,0,0,0,0,NTH-1963,5
Netherlands,210,Cals,1965,4,27,PM,KVP/PvdA/ARP,0,1,0,0,NTH-1965,5
Netherlands,210,Zijlstra,1966,11,22,PM,ARP/KVP,0,0,0,1,NTH-1966,5
Netherlands,210,De Jong,1967,4,3,PM,KVP/ARP/CHU/VVD,0,1,0,0,NTH-1967,5
Netherlands,210,Biesheuvel,1971,7,6,PM,"ARP/KVP/CHU/VVD/DS70, ARP/KVP/CHU/VVD",1,0,1,0,NTH-1971,5
Netherlands,210,den Uyl,1973,5,11,PM,PvdA/PPR/D66/KVP/ARP,1,0,0,0,NTH-1973,5
Netherlands,210,van Agt,1977,12,19,PM,"CDA/VVD, CDA/PvdA/D66, CDA/D66",1,0,2,0,NTH-1977,5
Netherlands,210,Lubbers,1982,11,4,PM,"CDA/VVD, CDA/PvdA",0,1,1,0,NTH-1982,5
Netherlands,210,Kok,1994,8,22,PM,PvdA/D66/VVD,1,0,0,0,NTH-1994,5
Netherlands,210,Jan Peter Balkenende,2002,7,22,PM,"CDA/LPF/VVD, CDA/VVD/D66, CDA/VVD, CDA/PvdA/CU, CDA/CU",1,0,4,0,NTH-2002,5
Netherlands,210,Mark Rutte,2010,10,14,PM,"VVD/CDA, VVD/PvdA, VVD/CDA/D66/CU",1,0,2,0,NTH-2010,5
Belgium,211,Delacroix,,,,PM,CP/Soc/Lib,,,0,0,BEL-1918-2,5
Belgium,211,de Wiart,1920,11,18,PM,"CP/Soc/Lib, CP/Lib",0,0,1,0,,5
Belgium,211,Theunis,1921,12,15,PM,CP/Lib,0,0,0,0,-BEL 1921.00,5
Belgium,211,van der Vyvere,1925,5,13,PM,CP,0,1,0,0,BEL-1925-1,5
Belgium,211,Poullet,1925,6,17,PM,CP/Soc,0,1,0,0,BEL-1925-2,5
Belgium,211,Jasper,1926,5,20,PM,"CP/Soc/Lib, CP/Lib",0,1,1,0,-BEL 1926.00,5
Belgium,211,Renkin,1931,6,5,PM,CP/Lib,0,0,0,0,-BEL 1931.00,5
Belgium,211,de Broqueville,1932,10,22,PM,CP/Lib,0,0,0,0,-BEL 1932.00,5
Belgium,211,Theunis,1934,11,19,PM,CP/Lib,0,0,0,0,-BEL 1934.00,5
Belgium,211,van ZeeLand,1935,3,26,PM,CP/Soc/Lib,0,1,0,0,-BEL 1935.00,5
Belgium,211,Janson,1937,11,24,PM,Lib/CP/Soc,1,0,0,0,-BEL 1937.00,5
Belgium,211,Spaak,1938,5,15,PM,Soc/CP/Lib,1,0,0,0,-BEL 1938.00,5
Belgium,211,Pierlot,1939,2,9,PM,"PCS-KVV/Soc, PCS-KVV/Lib, PCS-KVV/Lib/Soc, PCS-KVV",1,0,2,0,-BEL 1939.00,5
Belgium,211,van Acker,1945,2,11,PM,"BSP/CVP/LP/KPB, BSP/LP/KPB/DU/ICAT",1,0,1,0,-BEL 1945.00,5
Belgium,211,Spaak,1946,3,12,PM,BSP/LP,0,1,0,0,BEL-1946-1,5
Belgium,211,van Acker,1946,3,31,PM,BSP/LP/KPB,0,0,1,0,BEL-1946-2,5
Belgium,211,Huysmans,1946,8,2,PM,BSP/LP/KPB,0,0,0,0,BEL-1946-3,5
Belgium,211,Spaak,1947,3,19,PM,BSP/CVP,0,0,1,0,-BEL 1947.00,5
Belgium,211,Eyskens G.,1949,8,10,PM,CVP/LP,1,0,0,0,-BEL 1949.00,5
Belgium,211,Duvieusart,1950,6,8,PM,CVP,0,0,1,0,BEL-1950-1,5
Belgium,211,Pholien,1950,8,15,PM,CVP,0,0,0,0,BEL-1950-2,5
Belgium,211,van Houtte,1952,1,15,PM,CVP,0,0,0,0,-BEL 1952.00,5
Belgium,211,van Acker,1954,4,22,PM,BSP/LP,1,0,0,0,-BEL 1954.00,5
Belgium,211,Eyskens G.,1958,6,25,PM,"CVP, CVP/LP",1,0,1,0,-BEL 1958.00,5
Belgium,211,Lefevre,1961,4,25,PM,CVP/BSP,0,1,0,0,-BEL 1961.00,5
Belgium,211,Harmel,1965,7,27,PM,CVP/BSP,0,0,0,0,-BEL 1965.00,5
Belgium,211,Vanden Boeynants,1966,3,19,PM,CVP/LP,0,0,1,0,-BEL 1966.00,5
Belgium,211,Eyskens G.,1968,6,17,PM,"CVP/BSP, CVP/PSC/BSP",0,0,2,0,-BEL 1968.00,5
Belgium,211,Leburton,1973,1,26,PM,BSP/CVP/PSC/PVV,1,0,0,0,-BEL 1973.00,5
Belgium,211,Tindemans,1974,4,25,PM,"CVP/PSC/PVV/PLP, CVP/PSC/PVV/PLP/RW, CVP/PSC/PVV/PRLW/RW, CVP/PSC/BSP/FDF/VU",1,0,3,0,-BEL 1974.00,5
Belgium,211,Vanden Boeynants,1978,10,20,PM,PSC/CVP/BSP/FDF/VU,0,0,0,1,-BEL 1978.00,5
Belgium,211,Martens,1979,4,3,PM,"CVP/PSC/BSP/PS/FDF, CVP/PSC/BSP/PS, CVP/PSC/BSP/PS/PVV/PRL",0,1,2,0,-BEL 1979.00,5
Belgium,211,Eyskens M.,1981,4,6,PM,CVP/PSC/BSP/PS,0,1,0,0,BEL-1981-1,5
Belgium,211,Martens,1981,12,17,PM,"CVP/PSC/PVV/PRL, CVP/PSC/PS/BSP/VU",0,1,1,0,BEL-1981-2,5
Belgium,211,Dehaene,1992,3,7,PM,CVP/PSC/PS/BSP,0,0,1,0,-BEL 1992.00,5
Belgium,211,Verhofstadt,1999,7,12,PM,"VLD/PS/PRL-FDF/BSP/Ecolo/Agalev, VLD/PS/MR/SPA-Spirit, O-VLD/PS/MR/SPA-Spirit, O-VLD/CD&V-NVA/MR/PS/CDH",1,0,2,0,-BEL 1999.00,5
Belgium,211,Yves Camille Desire Leterme,2008,3,20,PM,CD&V/MR/O-VLD/PS/CDH,1,0,0,0,BEL-2008-1,5
Belgium,211,Herman Achille Van Rompuy,2008,12,30,PM,CD&V/MR/PS/O-VLD/CDH,0,0,0,0,BEL-2008-2,5
Belgium,211,Yves Camille Desire Leterme,2009,11,25,PM,"CD&V/MR/PS/O-VLD/CDH, CD&V/MR/PS/CDH",0,0,1,0,-BEL 2009.00,5
Belgium,211,Elio Di Rupo,2011,12,6,PM,PS/CD&V/MR/SPa/O-VLD/CDH,1,0,0,0,-BEL 2011.00,5
Belgium,211,Charles Yves Jean Ghislaine Michel,2014,10,11,PM,"MR/N-VA/CD&V/O-VLD, MR/CD&V/O-VLD",1,0,1,0,-BEL 2014.00,5
France,220,Clemenceau,,,,PM,GD/RAD/GR/UR/RG,,,0,0,FRN-1917-3,5
France,220,Millerand,1920,1,19,PM,Non-Party/PRS/RAD/GD/GR/UR/RG/ERD/ARS,1,0,0,0,FRN-1920-1,5
France,220,Leygues,1920,9,3,PM,RG/UR/PRS/RAD/GD/GR/ERD/ARS,1,0,0,0,FRN-1920-2,5
France,220,Briand,1921,1,16,PM,PRS/RAD/GD/GR/RG/ERD,1,0,0,0,FRN-1921,5
France,220,Poincare,1922,1,16,PM,"UR/GR/ERD/RG/RAD/GD/ARS, UR/GR/ERD/RG/GD/ARS/URD",1,0,1,0,FRN-1922,5
France,220,Francois-Marsal,1924,6,8,PM,UR/GR/ERD/RG/GD/ARS,0,0,0,1,FRN-1924-1,5
France,220,Herriot,1924,6,14,PM,RAD/GRad/PRS,1,0,0,0,FRN-1924-2,5
France,220,Painleve,1925,4,17,PM,"PRS/RAD/GRad/GD, PRS/RAD/GRad",1,0,1,0,FRN-1925-1,5
France,220,Briand,1925,11,29,PM,"PRS/RAD/GRad/RG, PRS/RAD/GRad/GRep/RG/GD",0,1,1,0,FRN-1925-2,5
France,220,Herriot,1926,7,20,PM,RAD/GRad/PRS/RG/GD/GR,1,0,0,0,FRN-1926-1,5
France,220,Poincare,1926,7,24,PM,"UR/PRS/RAD/GRad/ARS/ERD/RG/AD, UR/PRS/GRad/RG/GD/URD",1,0,1,0,FRN-1926-2,5
France,220,Briand,1929,7,28,PM,PRS/UR/GRad/RG/GD,0,0,0,1,FRN-1929-1,5
France,220,Tardieu,1929,11,3,PM,RG/GD/PRS/GRad/ARS/URD/UR,1,0,0,0,FRN-1929-2,5
France,220,Chautemps,1930,2,21,PM,RAD/GD/GRad/PRS,1,0,0,0,FRN-1930-1,5
France,220,Tardieu,1930,3,2,PM,RG/PRS/GRad/Rad/GD/DP/UDR/ARS/URD,1,0,0,0,FRN-1930-2,5
France,220,Steeg,1930,12,13,PM,GD/UR/RG/PRS/GRad/RAD/UDR,1,0,0,0,FRN-1930-3,5
France,220,Laval,1931,1,27,PM,"Non-Party/URD/RG/ARS/GD/GRad/DP, Non-Party/UR/GD/RG/URD/GRad/PRS/GSR/DP",1,0,1,0,FRN-1931,5
France,220,Tardieu,1932,2,23,PM,RG/ARS/UDR/GD/GRad/UR/DP/URD,1,0,0,0,FRN-1932-1,5
France,220,Herriot,1932,6,4,PM,RAD/GD/GR/RG/SF/GRad/PRS,1,0,0,0,FRN-1932-2,5
France,220,Paul-Boncour,1932,12,20,PM,PRS/GD/RAD/UR/RG/SF/GRad,1,0,0,0,FRN-1932-3,5
France,220,Daladier,1933,1,31,PM,RAD/GD/RG/SF/PRS/SFIO,1,0,0,0,FRN-1933-1,5
France,220,Sarraut,1933,10,24,PM,GD/RAD/SF/GRad/PRS/RG/SEIO,1,0,0,0,FRN-1933-2,5
France,220,Chautemps,1933,11,22,PM,RAD/UDR/GD/SF/GRad/PRS/SFIO,1,0,0,0,FRN-1933-3,5
France,220,Daladier,1934,1,30,PM,RAD/GD/RG/SFIO/CR/GR,0,1,0,0,FRN-1934-1,5
France,220,Doumergue,1934,2,9,PM,RAD/GD/CR/UDR/GRad/RG/SF/URD,0,1,0,0,FRN-1934-2,5
France,220,Flandin,1934,11,10,PM,RG/RIAS/URD/GD/GRad/RAD/CR,1,0,0,0,FRN-1934-3,5
France,220,Bouisson,1935,6,1,PM,Non-Party/RIAS/RAD/URD/GD/RG/GRad/CR/SF,1,0,0,0,FRN-1935-1,5
France,220,Laval,1935,6,7,PM,Non-Party/UR/RAD/RG/GRad/CR/GD/FR/SF,1,0,0,0,FRN-1935-2,5
France,220,Sarraut,1936,1,25,PM,GD/RAD/RG/US/RAIS/PRS,1,0,0,0,FRN-1936-1,5
France,220,Blum,1936,6,3,PM,SFIO/GD/GRad/RAD,1,0,0,0,FRN-1936-2,5
France,220,Chautemps,1937,6,23,PM,"GD/SFIO/RAD/USR, GD/RAD/USR",1,0,1,0,FRN-1937,5
France,220,Blum,1938,3,12,PM,PS/RAD/USR/SFIO,1,0,0,0,FRN-1938-1,5
France,220,Daladier,1938,4,10,PM,RAD/URS/PS,1,0,0,0,FRN-1938-2,5
France,220,Reynaud,1940,3,21,PM,ERD/ARS/GD/UR/RAD/PRS/SFIO,1,0,0,0,FRN-1940-1,5
France,220,Petain,1940,6,17,PM,Mil,1,0,0,0,FRN-1940-2,5
France,220,Laval,1942,4,18,PM,Non-Party,0,0,0,0,FRN-1942,5
France,220,De Gaulle,1944,9,10,Chairman of the Provisional Government,"Non-Party, Non-Party/MRP/PSF/PCF/RSP",1,0,0,0,FRN-1944,5
France,220,Gouin,1946,1,26,Chairman of the Provisional Government,PSF/MRP/PCF,1,0,0,0,FRN-1946-1,5
France,220,Bidault,1946,6,24,Chairman of the Provisional Government,MRP/PSF/PCF,1,0,0,0,FRN-1946-2,5
France,220,Blum,1946,12,16,Chairman of the Provisional Government,PSF,1,0,0,0,FRN-1946-3,5
France,220,Ramadier,1947,1,22,PM,"PSF/MRP/RSP/PCF, PSF/MRP/RSP, PSF/MRP/RSP/IND",0,1,2,0,FRN-1947-1,5
France,220,Schuman,1947,11,24,PM,MRP/PSF/RSP/GAUL,1,0,0,0,FRN-1947-2,5
France,220,Marie,1948,7,27,PM,RSP/PSF/MRP/IND,1,0,0,0,FRN-1948-1,5
France,220,Schuman,1948,8,31,PM,MRP/PSF/RSP/IND,1,0,0,0,FRN-1948-2,5
France,220,Queuille,1948,9,13,PM,RSP/PSF/MRP/IND/GAUL,1,0,0,0,FRN-1948-3,5
France,220,Bidault,1949,10,28,PM,"MRP/PSF/RSP/IND/GAUL, MRP/RSP/IND/GAUL",1,0,1,0,FRN-1949,5
France,220,Queuille,1950,6,30,PM,RSP/MRP/IND/GAUL,1,0,0,0,FRN-1950-1,5
France,220,Pleven,1950,7,11,PM,GAUL/RSP/MRP/PSF/IND,1,0,0,0,FRN-1950-2,5
France,220,Queuille,1951,3,9,PM,RSP/PSF/MRP/IND/GAUL,1,0,0,0,FRN-1951-1,5
France,220,Pleven,1951,8,8,PM,GAUL/RSP/MRP/IND,1,0,0,0,FRN-1951-2,5
France,220,Faure,1952,1,18,PM,RSP/MRP/IND/GAUL,1,0,0,0,FRN-1952-1,5
France,220,Pinay,1952,3,7,PM,IND/MRP/RSP/GAUL,1,0,0,0,FRN-1952-2,5
France,220,Mayer,1953,1,7,PM,RSP/MRP/IND/GAUL,1,0,0,0,FRN-1953-1,5
France,220,Laniel,1953,6,26,PM,IND/MRP/RSP/GAUL,1,0,0,0,FRN-1953-2,5
France,220,Mendes-France,1954,6,18,PM,RSP/MRP/IND/GAUL,1,0,0,0,FRN-1954,5
France,220,Faure,1955,2,23,PM,RSP/MRP/IND/GAUL,0,0,0,0,FRN-1955,5
France,220,Mollet,1956,1,31,PM,PSF/RSP/GAUL,1,0,0,0,FRN-1956,5
France,220,Bourges-Maunory,1957,6,13,PM,RSP/PSF/GAUL,1,0,0,0,FRN-1957-1,5
France,220,Gaillard,1957,11,6,PM,RSP/PSF/GAUL/MRP/IND,0,1,0,0,FRN-1957-2,5
France,220,Pflimin,1958,5,14,PM,MRP/RSP/IND/GAUL,1,0,0,0,FRN-1958-1,5
France,220,De Gaulle,1958,6,1,President,"GAUL/MRP/PSF/RSP/IND, UNR",1,0,0,0,FRN-1958-2,5
France,220,Poher,1969,4,27,President,Ind,0,0,0,1,FRN-1969-1,5
France,220,Pompidou,1969,6,20,President,UDR,0,0,0,0,FRN-1969-2,5
France,220,Poher,1974,4,2,President,Ind,0,0,0,1,FRN-1974-1,5
France,220,Giscard D'Estaing,1974,5,27,President,RI,1,0,0,0,FRN-1974-2,5
France,220,Mitterand,1981,5,21,President,PS,1,0,0,0,FRN-1981,5
France,220,Chirac,1995,5,17,President,"RPR, UMP",1,0,0,0,FRN-1995,5
France,220,Nicolas Paul Sarkozy,2007,5,16,President,UMP,0,0,0,0,FRN-2007,5
France,220,Francois Gerard Hollande,2012,5,15,President,PS,1,0,0,0,FRN-2012,5
France,220,Emmanuel Jean-Michel Macron,2017,5,14,President,REM,1,0,0,0,,5
Switzerland,225,Calonder,,,,President,FDP/LP/CVP,,,0,0,SWZ-1918,5
Switzerland,225,Ador,1919,1,1,President,LP/FDP/CVP,0,0,0,0,SWZ-1919,5
Switzerland,225,Motta,1920,1,1,President,CVP/FDP,0,0,0,0,SWZ-1920,5
Switzerland,225,Schulthess,1921,1,1,President,FDP/CVP,0,0,0,0,SWZ-1921,5
Switzerland,225,Haab,1922,1,1,President,FDP/CVP,0,0,0,0,SWZ-1922,5
Switzerland,225,Scheurer,1923,1,1,President,FDP/CVP,0,0,0,0,SWZ-1923,5
Switzerland,225,Chuard,1924,1,1,President,FDP/CVP,0,0,0,0,SWZ-1924,5
Switzerland,225,Musy,1925,1,1,President,FDP/CVP,0,0,0,0,SWZ-1925,5
Switzerland,225,Haberlin,1926,1,1,President,CVP/FDP,0,0,0,0,SWZ-1926,5
Switzerland,225,Motta,1927,1,1,President,CVP/FDP,0,0,0,0,SWZ-1927,5
Switzerland,225,Schulthess,1928,1,1,President,FDP/CVP,0,0,0,0,SWZ-1928,5
Switzerland,225,Haab,1929,1,1,President,"FDP/CVP, FDP/CVP/SVP",0,0,1,0,SWZ-1929,5
Switzerland,225,Musy,1930,1,1,President,FDP/CVP/SVP,0,0,0,0,SWZ-1930,5
Switzerland,225,Haberlin,1931,1,1,President,CVP/FDP/SVP,0,0,0,0,SWZ-1931,5
Switzerland,225,Motta,1932,1,1,President,CVP/FDP/SVP,0,0,0,0,SWZ-1932,5
Switzerland,225,Schulthess,1933,1,1,President,FDP/CVP/SVP,0,0,0,0,SWZ-1933,5
Switzerland,225,Golaz,1934,1,1,President,FDP/CVP/SVP,0,0,0,0,SWZ-1934,5
Switzerland,225,Minger,1935,1,1,President,SVP/FDP/CVP,0,0,0,0,SWZ-1935,5
Switzerland,225,Meyer,1936,1,1,President,FDP/CVP/SVP,0,0,0,0,SWZ-1936,5
Switzerland,225,Motta,1937,1,1,President,CVP/FDP/SVP,0,0,0,0,SWZ-1937,5
Switzerland,225,Baumann,1938,1,1,President,FDP/CVP/SVP,0,0,0,0,SWZ-1938,5
Switzerland,225,Etter,1939,1,1,President,CVP/FDP/SVP,0,0,0,0,SWZ-1939,5
Switzerland,225,Golaz,1940,1,1,President,FDP/CVP/SVP,0,0,0,0,SWZ-1940,5
Switzerland,225,Wetter,1941,1,1,President,FDP/CVP/SVP,0,0,0,0,SWZ-1941,5
Switzerland,225,Etter,1942,1,1,President,CVP/FDP/SVP,0,0,0,0,SWZ-1942,5
Switzerland,225,Celio,1943,1,1,President,"CVP/FDP/SVP, CVP/FDP/SVP/SP",0,0,1,0,SWZ-1943,5
Switzerland,225,Stampfli,1944,1,1,President,FDP/CVP/SVP/SP,0,0,0,0,SWZ-1944,5
