statename,ccode,leader,begyr,begmo,begday,leaderpos,affiliation,solschange,solsminchinit,solsminchdur,interim,archigosobsid,version
Greece,350,S. Venizelos,1950,3,23,PM,LIB/NUP,0,1,0,0,GRC-1950-2,5
Greece,350,Plastiras,1950,4,15,PM,EPEK/LIB/SocDem,1,0,0,0,GRC-1950-3,5
Greece,350,S. Venizelos,1950,8,21,PM,"LIB, LIB/SocDem/NP, LIB/POP/SocDem/NP, LIB/SocDem, LIB",1,0,4,0,GRC-1950-4,5
Greece,350,Plastiras,1951,11,1,PM,EPEK/LIB,1,0,0,0,GRC-1951,5
Greece,350,Kiousopoulos,1952,10,11,PM,Non-Party,0,0,0,1,GRC-1952-1,5
Greece,350,Papagos,1952,11,19,PM,GRAL,1,0,0,0,GRC-1952-2,5
Greece,350,Stephanopoulos,1955,10,4,PM,LKK,0,0,0,1,GRC-1955-1,5
Greece,350,Karamanlis,1955,10,6,PM,"GRAL, ERE",0,0,0,0,GRC-1955-2,5
Greece,350,Georgakopoulos,1958,3,5,PM,Non-Party,0,0,0,1,GRC-1958-1,5
Greece,350,Karamanlis,1958,5,17,PM,ERE,0,0,0,0,GRC-1958-2,5
Greece,350,Dovas,1961,9,20,PM,Non-Party,0,0,0,1,GRC-1961-1,5
Greece,350,Karamanlis,1961,11,4,PM,ERE,0,0,0,0,GRC-1961-2,5
Greece,350,Pipinelis,1963,6,17,PM,Non-Party,0,0,0,1,GRC-1963-1,5
Greece,350,Mavromichalis,1963,9,29,PM,Non-Party,0,0,0,1,GRC-1963-2,5
Greece,350,G. Papandreou,1963,11,8,PM,CU,1,0,0,0,GRC-1963-3,5
Greece,350,Paraskevopoulos,1963,12,31,PM,Non-Party,0,0,0,1,GRC-1963-4,5
Greece,350,G. Papandreou,1964,2,18,PM,CU,0,0,0,0,GRC-1964,5
Greece,350,Athaniadis-Novas,1965,7,15,PM,CU,0,0,0,0,GRC-1965-1,5
Greece,350,Tsirimokos,1965,8,20,PM,Diss-CU,1,0,0,0,GRC-1965-2,5
Greece,350,Stephanopoulos,1965,9,17,PM,Diss-CU/ERE/PP,0,1,0,0,GRC-1965-3,5
Greece,350,Paraskevopoulos,1966,12,22,PM,Non-Party,0,0,0,1,GRC-1966,5
Greece,350,Kanellopoulos,1967,4,3,PM,ERE,0,0,0,1,GRC-1967-1,5
Greece,350,Kollias,1967,4,21,PM,Non-Party,1,0,0,0,GRC-1967-2,5
Greece,350,Papadopoulos,1967,12,13,PM,Mil,0,0,0,0,GRC-1967-3,5
Greece,350,Ioannidis,1973,11,25,PM,Mil,0,0,0,0,GRC-1973,5
Greece,350,Karamanlis,1974,7,24,PM,"ERE, ND",1,0,0,0,GRC-1974,5
Greece,350,Rallis,1980,5,9,PM,ND,0,0,0,0,GRC-1980,5
Greece,350,Papandreou,1981,10,21,PM,PASOK,1,0,0,0,GRC-1981,5
Greece,350,Tzannetakis,1989,7,2,PM,ND/SYN,1,0,0,0,GRC-1989-1,5
Greece,350,Grivas,1989,10,11,PM,Non-Party,0,0,0,1,GRC-1989-2,5
Greece,350,Zolotas,1989,11,28,PM,"Non-Party/ND/PASOK/SYN, Non-Party",0,0,0,1,GRC-1989-3,5
Greece,350,Mitsotakis,1990,4,11,PM,ND,0,1,0,0,GRC-1990,5
Greece,350,Papandreou,1993,10,13,PM,PASOK,1,0,0,0,GRC-1993,5
Greece,350,Tsohatzopoulos,1995,11,20,PM,PASOK,0,0,0,1,GRC-1995,5
Greece,350,Simitis,1996,1,22,PM,PASOK,0,0,0,0,GRC-1996,5
Greece,350,Konstantinos Alexandrou Karamanlis,2004,3,10,PM,ND,1,0,0,0,GRC-2004,5
Greece,350,Georgios Andreou Papandreou,2009,10,6,PM,PASOK,1,0,0,0,GRC-2009,5
Greece,350,Loukas Dimitriou Papadimos,2011,11,11,PM,Non-Party/PASOK/ND/LAOS,0,0,0,1,GRC-2011,5
Greece,350,Panagiotis Othona Pikrammenos,2012,5,16,PM,Non-Party,0,0,0,1,GRC-2012-1,5
Greece,350,Antonis Konstantinou Samaras,2012,6,20,PM,"ND/PASOK/DIMAR, ND/PASOK",1,0,1,0,GRC-2012-2,5
Greece,350,Alexis Pavlou Tsipras,2015,1,26,PM,SYRIZA/ANEL,1,0,0,0,GRC-2015,5
Greece,350,Vasiliki Spyridonos Thanou-Christofilou,2015,8,27,PM,Non-Party,0,0,0,1,,5
Greece,350,Alexis Pavlou Tsipras,2015,9,21,PM,SYRIZA/ANEL,0,0,0,0,GRC-2015,5
Cyprus,352,Makarios,1960,8,16,President,Non-Party,0,0,0,0,-CYP 1960.00,5
Cyprus,352,Sampson,1974,7,16,President,EOKA,1,0,0,0,CYP-1974-1,5
Cyprus,352,Clerides,1974,7,23,President,Eniaion,0,0,0,1,CYP-1974-2,5
Cyprus,352,Makarios,1974,12,7,President,Non-Party,1,0,0,0,CYP-1974-3,5
Cyprus,352,Kyprianou,1977,8,3,President,DIKO,1,0,0,0,-CYP 1977.00,5
Cyprus,352,Vassiliou,1988,2,28,President,Non-Party,1,0,0,0,-CYP 1988.00,5
Cyprus,352,Clerides,1993,2,28,President,DISY,1,0,0,0,-CYP 1993.00,5
Cyprus,352,Papadopoulos,2003,2,28,President,DIKO,1,0,0,0,-CYP 2003.00,5
Cyprus,352,Dimitris Christofi Christofias,2008,2,28,President,AKEL,1,0,0,0,-CYP 2008.00,5
Cyprus,352,Nikos Chrysanthou Anastasiadis,2013,2,28,President,DISY,1,0,0,0,-CYP 2013.00,5
Bulgaria,355,Boris III,,,,Tsar,House of Saxe-Coburg-Gotha,,,0,0,BUL-1918,5
Bulgaria,355,Cyril,1943,8,29,Regent,House of Saxe-Coburg-Gotha,0,0,0,0,BUL-1943,5
Bulgaria,355,Georgiev,1944,9,9,PM,Mil/NSZ/OF,1,0,0,0,BUL-1944,5
Bulgaria,355,Dimitrov,1946,11,23,Premier,BKP,0,0,0,0,BUL-1946,5
Bulgaria,355,Kolarov,1949,7,20,Premier,BKP,0,0,0,0,BUL-1949,5
Bulgaria,355,Chervenkov,1950,2,1,Premier,BKP,0,0,0,0,BUL-1950,5
Bulgaria,355,Zhivkov,1956,4,16,Premier,BKP,0,0,0,0,BUL-1956,5
Bulgaria,355,Mladenov,1989,11,10,Premier,BKP,0,0,0,0,BUL-1989,5
Bulgaria,355,Lukanov,1990,7,6,Premier,BKP/BSP,0,0,0,0,BUL-1990-1,5
Bulgaria,355,Popov,1990,12,7,PM,Non-Party,0,0,0,1,BUL-1990-2,5
Bulgaria,355,F. Dimitrov,1991,11,8,PM,SDS,1,0,0,0,BUL-1991,5
Bulgaria,355,Berov,1992,12,30,PM,Non-Party,1,0,0,0,BUL-1992,5
Bulgaria,355,Indzhova,1994,10,17,PM,Non-Party,0,0,0,1,BUL-1994,5
Bulgaria,355,Videnov,1995,1,25,PM,BSP,1,0,0,0,BUL-1995,5
Bulgaria,355,Sofiyanski,1997,2,13,PM,SDS,0,0,0,1,BUL-1997-1,5
Bulgaria,355,Kostov,1997,5,21,PM,SDS,1,0,0,0,BUL-1997-2,5
Bulgaria,355,Sakskoburggotski,2001,7,24,PM,NDSV/MDL,1,0,0,0,BUL-2001,5
Bulgaria,355,Sergey Dmitrievich Stanishev,2005,8,16,PM,BSP-KzB/NDSV/DPS,1,0,0,0,BUL-2005,5
Bulgaria,355,Boyko Metodiev Borisov,2009,7,27,PM,GERB,1,0,0,0,BUL-2009,5
Bulgaria,355,Marin Raykov Nikolov,2013,3,13,PM,Non-Party,0,0,0,1,BUL-2013-1,5
Bulgaria,355,Plamen Vasilev Oresharski,2013,5,29,PM,BSP-KzB/DPS,1,0,0,0,BUL-2013-2,5
Bulgaria,355,Georgi Petkov Bliznashki,2014,8,5,PM,Non-Party,0,0,0,1,BUL-2014-1,5
Bulgaria,355,Boyko Metodiev Borisov,2014,11,7,PM,"GERB/RB/ABV, GERB/RB",1,0,1,0,BUL-2014-2,5
Bulgaria,355,Ognyan Stefanov Gerdzhikov,2017,1,27,PM,Non-Party/BSP,0,0,0,1,,5
Bulgaria,355,Boyko Metodiev Borisov,2017,5,4,PM,GERB/OP,0,1,0,0,,5
Moldova,359,Snegur,,,,President,"Non-Party, ADP, PRH",,,0,0,MLD-1990,5
Moldova,359,Lucinschi,1997,1,15,President,Non-Party,1,0,0,0,MLD-1997,5
Moldova,359,Tarlev,2001,4,7,PM,PCRM,1,0,0,0,MLD-2001,5
Moldova,359,Zinaida Petru Greceaniil,2008,3,31,PM,PCRM,0,0,0,0,MLD-2008,5
Moldova,359,Vitalie Vasile Pirlog,2009,9,14,PM,PCRM,0,0,0,1,MLD-2009-1,5
Moldova,359,Vladimir Vasile Filat,2009,9,25,PM,"PLDM/PDM/AMN/PL, PLDM/PDM/PL",1,0,1,0,MLD-2009-2,5
Moldova,359,Iurie Leanca,2013,4,25,PM,PLDM/PDM/PLR,0,1,0,0,MLD-2013,5
Moldova,359,Chiril Gaburici,2015,2,18,PM,PLDM/PDM,0,1,0,0,MLD-2015-1,5
Moldova,359,Natalia Gherman,2015,6,22,PM,PLDM/PDM,0,0,0,1,MLD-2015-2,5
Moldova,359,Valeriu Strelet,2015,7,30,PM,PLDM/PDM/PL,0,1,0,0,MLD-2015-3,5
Moldova,359,Gheorghe Brega,2015,10,30,PM,PL,0,0,0,1,,5
Moldova,359,Pavel Filip,2016,1,20,PM,PDM/PL,1,0,0,0,,5
Romania,360,Ferdinand I,,,,King,House of Hohenzollern-Sigmaringen,,,0,0,RUM-1914,5
Romania,360,Nicholas,1927,7,21,Regent,House of Hohenzollern-Sigmaringen,0,0,0,0,RUM-1927,5
Romania,360,Carol II,1930,6,8,King,House of Hohenzollern-Sigmaringen,0,0,0,0,RUM-1930,5
Romania,360,Antonescu,1940,9,6,Leader of the State,Mil,1,0,0,0,RUM-1940,5
Romania,360,Michael,1944,8,23,King,Non-Party,1,0,0,0,RUM-1944,5
Romania,360,Gheorghiu-Dej,1947,12,30,General Secretary,PCR,0,0,0,0,RUM-1947,5
Romania,360,Ceausescu,1965,3,22,"First Secretary, General Secretary",PCR,0,0,0,0,RUM-1965,5
Romania,360,Roman,1989,12,26,PM,FSN,1,0,0,0,RUM-1989,5
Romania,360,Stolojan,1991,10,1,PM,Non-Party/FSN/NLP/REM/ADP,0,0,0,1,RUM-1991,5
Romania,360,Vacariou,1992,11,4,PM,"FSND, SDPR/PUNR, SDPR",1,0,1,0,RUM-1992,5
Romania,360,Ciorbea,1996,12,12,PM,CDR/USD/UDMR,1,0,0,0,RUM-1996,5
Romania,360,Dejeu,1998,3,30,PM,CDR/USD/UDMR,0,0,0,1,RUM-1998-1,5
Romania,360,Vasile,1998,4,15,PM,CDR/USD/UDMR,0,0,0,0,RUM-1998-2,5
Romania,360,Athanasiu,1999,12,14,PM,USD/CDR/UDMR,0,0,0,1,RUM-1999-1,5
Romania,360,Isarescu,1999,12,22,PM,Non-Party/CDR/USD/UDMR,1,0,0,0,RUM-1999-2,5
Romania,360,Nastase,2000,12,28,PM,"PDSR, PSD",1,0,0,0,RUM-2000,5
Romania,360,Bejinariu,2004,12,21,President,PSD,0,0,0,1,RUM-2004-1,5
Romania,360,Traian Dumitru Basescu,2004,12,29,President,PD,1,0,0,0,RUM-2004-2,5
Romania,360,Vacaroiu,2007,4,20,President,PSD,0,0,0,1,RUM-2007-1,5
Romania,360,Traian Dumitru Basescu,2007,5,23,President,PD,0,0,0,0,RUM-2007-2,5
Romania,360,George Crin Laurentiu Antonescu,2012,7,10,President,PNL,0,0,0,1,RUM-2012-1,5
Romania,360,Traian Dumitru Basescu,2012,8,27,President,PD,0,0,0,0,,5
Romania,360,Klaus Werner Johannis,2014,12,21,President,PNL,1,0,0,0,,5
Russia,365,Lenin,,,,Chairman of the Council of People's Commissars,RCP,,,0,0,RUS-1917,5
Russia,365,Stalin,1923,3,10,General Secretary,"RCP, AUCP, CPSU",0,0,0,0,RUS-1923,5
Russia,365,Malenkov,1953,3,6,General Secretary,CPSU,0,0,0,0,RUS-1953-1,5
Russia,365,Khrushchev,1953,3,20,General Secretary,CPSU,0,0,0,0,RUS-1953-2,5
Russia,365,Brezhnev,1964,10,15,General Secretary,CPSU,0,0,0,0,RUS-1964,5
Russia,365,Andropov,1982,11,10,General Secretary,CPSU,0,0,0,0,RUS-1982,5
Russia,365,Chernenko,1984,2,13,General Secretary,CPSU,0,0,0,0,RUS-1984,5
Russia,365,Gorbachev,1985,3,11,General Secretary,CPSU,0,0,0,0,RUS-1985,5
Russia,365,Yeltsin,1991,8,21,President,Non-Party,1,0,0,0,RUS-1991,5
Russia,365,Vladimir Vladimirovich Putin,2000,1,1,"President, PM","Non-Party, YR",0,0,0,0,RUS-2000,5
Estonia,366,Pats,,,,PM,EMRL,,,0,0,EST-1918,5
Estonia,366,Strandman,1919,5,19,PM,ETE/ER/SDE,1,0,0,0,EST-1919-1,5
Estonia,366,Tonisson,1919,11,13,"PM, State Elder","ER/ETE/SDE, ER",1,0,1,0,EST-1919-2,5
Estonia,366,Piip,1920,10,27,State Elder,ETE,1,0,0,0,EST-1920,5
Estonia,366,Pats,1921,1,25,State Elder,PK/ETE/KRE,1,0,0,0,EST-1921,5
Estonia,366,Kukk,1922,10,23,State Elder,ETE/PK,1,0,0,0,EST-1922,5
Estonia,366,Pats,1923,8,2,State Elder,PK/ER/ETE/KRE,1,0,0,0,EST-1923,5
Estonia,366,Akel,1924,3,28,State Elder,KRE/ETE/ER,1,0,0,0,EST-1924-1,5
Estonia,366,Jaakson,1924,12,17,State Elder,ER/ETE/KRE/PK/SDE,1,0,0,0,EST-1924-2,5
Estonia,366,Teemant,1925,12,16,State Elder,"PK/ETE/Ansiedler/KRE/ER, PK/Ansiedler/KRE/ER",1,0,1,0,EST-1925,5
Estonia,366,Tonisson,1927,12,10,State Elder,ER/PK/Ansiedler/ETE,1,0,0,0,EST-1927,5
Estonia,366,Rei,1928,11,19,State Elder,ESTP/KRE/ETE/Ansiedler,1,0,0,0,EST-1928,5
Estonia,366,Strandman,1929,7,10,State Elder,ETE/KRE/PK/Ansiedler,1,0,0,0,EST-1929,5
Estonia,366,Pats,1931,2,12,State Elder,PK/ER/ESTP,1,0,0,0,EST-1931,5
Estonia,366,Teemant,1932,2,18,State Elder,PKK/ER/ETE/Ansiedler,0,1,0,0,EST-1932-1,5
Estonia,366,Einbund,1932,7,19,State Elder,PKK/Ansiedler/NCP,0,1,0,0,EST-1932-2,5
Estonia,366,Pats,1932,11,1,State Elder,PK/SDE/Center,0,1,0,0,EST-1932-3,5
Estonia,366,Tonisson,1933,5,17,State Elder,ER/Ansiedler,1,0,0,0,EST-1933-1,5
Estonia,366,Pats,1933,10,21,"State Elder, Head of State, President","PK, I",1,0,0,0,EST-1933-2,5
Estonia,366,Savisaar,1991,9,6,PM,R,0,0,0,1,EST-1991,5
Estonia,366,Vahi,1992,1,30,PM,EK,0,0,0,1,EST-1992-1,5
Estonia,366,Laar,1992,10,28,PM,Isamaa/Moderates/ERSP,0,0,0,0,EST-1992-2,5
Estonia,366,Tarand,1994,11,8,PM,Non-Party,0,0,0,1,EST-1994,5
Estonia,366,Vahi,1995,4,17,PM,"KMU-K, KMU-K/R, KMU-K",1,0,2,0,EST-1995,5
Estonia,366,Siimann,1997,3,17,PM,KMU-K,0,0,0,0,EST-1997,5
Estonia,366,Laar,1999,3,25,PM,IERSP/RE/Moderates,1,0,0,0,EST-1999,5
Estonia,366,Kallas,2002,1,28,PM,RE/Kesk,1,0,0,0,EST-2002,5
Estonia,366,Parts,2003,4,10,PM,ResP/RE/ERL,1,0,0,0,EST-2003,5
Estonia,366,Andrus Ansip,2005,4,13,PM,"RE/Kesk/ERL, RE/IRL/SDE, RE/IRL",1,0,2,0,EST-2005,5
Estonia,366,Taavi Roivas,2014,3,26,PM,"RE/SDE, RE/SDE/IRL",0,1,1,0,EST-2014,5
Estonia,366,Juri Ratas,2016,11,23,PM,KE/SDE/IRL,1,0,0,0,,5
Latvia,367,Ulmanis,,,,PM,LZS,,,0,0,LAT-1918,5
Latvia,367,Borkovskis,1919,4,21,PM,Non-Party,0,0,0,1,LAT-1919-1,5
Latvia,367,Niedra,1919,4,26,PM,LZP,1,0,0,0,LAT-1919-2,5
Latvia,367,Ulmanis,1919,7,14,PM,LZS,1,0,0,0,LAT-1919-3,5
Latvia,367,Meierovics,1921,6,17,PM,LZS,0,0,0,0,LAT-1921,5
Latvia,367,Pauluks,1923,1,31,PM,LZS,0,0,0,0,LAT-1923-1,5
Latvia,367,Meierovics,1923,6,28,PM,LZS,0,0,0,0,LAT-1923-2,5
Latvia,367,Zamuels,1924,1,27,PM,DC,1,0,0,0,LAT-1924-1,5
Latvia,367,Celmins,1924,12,19,PM,LZS,1,0,0,0,LAT-1924-2,5
Latvia,367,Ulmanis,1925,12,25,PM,LZS,0,0,0,0,LAT-1925,5
Latvia,367,Alberings,1926,5,7,PM,LZS,0,0,0,0,LAT-1926-1,5
Latvia,367,Skujenieks,1926,12,17,PM,ALSMSP-LS,1,0,0,0,LAT-1926-2,5
Latvia,367,Juresevskis,1928,1,21,PM,DC,1,0,0,0,LAT-1928-1,5
Latvia,367,Celmins,1928,12,1,PM,LZS,1,0,0,0,LAT-1928-2,5
Latvia,367,Ulmanis,1931,3,24,PM,LZS,0,0,0,0,LAT-1931-1,5
Latvia,367,Skujenieks,1931,12,4,PM,PA,1,0,0,0,LAT-1931-2,5
Latvia,367,Blodnieks,1933,3,25,PM,JSP,1,0,0,0,LAT-1933,5
Latvia,367,Ulmanis,1934,3,16,PM,"LZS, Non-Party",1,0,0,0,LAT-1934,5
Latvia,367,Ivars Godmanis,,,,PM,LTF,,,0,0,LAT-1990,5
Latvia,367,Birkavs,1993,8,3,PM,LC/LZS,1,0,0,0,LAT-1993,5
Latvia,367,Gailis,1994,9,19,PM,LC/TPA,0,1,0,0,LAT-1994,5
Latvia,367,Skele,1995,12,21,PM,Non-Party/DPS/LC/TB/LNNK-ZP/LZS-LKDS-LLDP/LV,1,0,0,0,LAT-1995,5
Latvia,367,Krasts,1997,8,7,PM,TB-LNNK/LC/DPS/LZS/LKDS,1,0,0,0,LAT-1997,5
Latvia,367,Kristopans,1998,11,26,PM,"LC/TB-LNNK/JP, LC/TB-LNNK/JP/SD",1,0,1,0,LAT-1998,5
Latvia,367,Skele,1999,7,16,PM,TP/LC/TB-LNNK,1,0,0,0,LAT-1999,5
Latvia,367,Berzins,2000,5,5,PM,LC/TP/TB-LNNK/JL,1,0,0,0,LAT-2000,5
Latvia,367,Repse,2002,11,7,PM,JL/ZZS/LLP/TB-LNNK,1,0,0,0,LAT-2002,5
Latvia,367,Emsis,2004,3,9,PM,ZZS/LPP/TP,1,0,0,0,LAT-2004-1,5
Latvia,367,Kalvitis,2004,12,2,PM,"TP/ZZS/LPP/JL, TP/ZZS/LPP/LP, TP/ZZS/LPP-LC/TB-LNNK",1,0,2,0,LAT-2004-2,5
Latvia,367,Ivars Godmanis,2007,12,20,PM,LPP-LC/TP/ZZS/TB-LNNK,1,0,0,0,LAT-2007,5
Latvia,367,Valdis Dombrovskis,2009,3,12,PM,"JL/TP/ZZS/PS/TB-LNNK, JL/ZZS/PS/TB-LNNK, V/ZZS, V/ZRP/NA",1,0,3,0,LAT-2009,5
Latvia,367,Laimdota Straujuma,2014,1,22,PM,"V/ZRP/NA/ZZS, V/ZZS/NA",0,1,1,0,LAT-2014,5
Latvia,367,Maris Kucinskis,2016,2,11,PM,ZZS/V/NA,1,0,0,0,,5
Lithuania,368,Smetona,,,,President,Unknown,,,0,0,LIT-1918-2,5
Lithuania,368,Stulginskis,1920,5,15,President,LKDP,1,0,0,0,LIT-1920,5
Lithuania,368,Grinius,1926,6,6,President,LVLS,1,0,0,0,LIT-1926-1,5
Lithuania,368,Smetona,1926,12,19,President,LTS,1,0,0,0,LIT-1926-2,5
Lithuania,368,Landsbergis,,,,President,Sajudis,,,0,0,LIT-1990,5
Lithuania,368,Brazauskas,1992,11,25,President,LDDP,1,0,0,0,LIT-1992,5
Lithuania,368,Valdas Adamkus,1998,2,26,President,Non-Party,1,0,0,0,LIT-1998,5
Lithuania,368,Paksas,2003,2,26,President,LLP,1,0,0,0,LIT-2003,5
Lithuania,368,Paulauskas,2004,4,6,President,NS,0,0,0,1,LIT-2004-1,5
Lithuania,368,Valdas Adamkus,2004,7,12,President,Non-Party,1,0,0,0,LIT-2004-2,5
Lithuania,368,Dalia Grybauskaite,2009,7,12,President,Non-Party,1,0,0,0,LIT-2009,5
Ukraine,369,Kravchuk,,,,President,Non-Party,,,0,0,UKR-1990,5
Ukraine,369,Kuchma,1994,7,19,President,Non-Party,1,0,0,0,UKR-1994,5
Ukraine,369,Viktor Andriyovych Yushchenko,2005,1,23,President,BYNU,1,0,0,0,UKR-2005,5
Ukraine,369,Viktor Fedorovych Yanukovych,2010,2,25,President,Non-Party,1,0,0,0,UKR-2010,5
Ukraine,369,Oleksandr Valentynovych Turchynov,2014,2,23,President,NF,0,0,0,1,UKR-2014-1,5
Ukraine,369,Petro Oleksiyovych Poroshenko,2014,6,7,President,Non-Party,1,0,0,0,UKR-2014-2,5
Belarus,370,Shushkevich,,,,Chairman of the Supreme Soviet,Non-Party,,,0,0,BLR-1991,5
Belarus,370,Kuznyatsu,1994,1,26,Chairman of the Supreme Soviet,Non-Party,0,0,0,1,BLR-1994-1,5
Belarus,370,Hryb,1994,1,28,Chairman of the Supreme Soviet,Non-Party,1,0,0,0,BLR-1994-2,5
Belarus,370,Aleksandr Grigoryevich Lukashenko,1994,7,20,President,Non-Party,1,0,0,0,BLR-1994-3,5
Armenia,371,Ter-Petrosyan,,,,President,HHS,,,0,0,-ARM 1991.00,5
Armenia,371,Kocharyan,1998,2,4,President,Non-Party,1,0,0,0,-ARM 1998.00,5
Armenia,371,Serzh Azati Sargsyan,2008,4,9,President,HHK,0,0,0,0,-ARM 2008.00,5
Armenia,371,Karen Vilhelmi Karapetyan,2018,4,23,PM,HHK,0,0,0,1,,5
Armenia,371,Nikol Vovayi Pashinyan,2018,5,8,PM,KP,1,0,0,0,,5
Georgia,372,Gamsakhurdia,,,,President,MM-TS,,,0,0,GRG-1991,5
Georgia,372,Ioseliani,1992,1,6,President,Mil,1,0,0,0,GRG-1992-1,5
Georgia,372,Shevardnadze,1992,3,10,"Chairman of the State Council, Head of State, President","Non-Party, SMK",1,0,0,0,GRG-1992-2,5
Georgia,372,Burdzhanadze,2003,11,23,President,BDA,0,0,0,1,GRG-2003,5
Georgia,372,Mikheil Nikolozis dze Saakashvili,2004,1,25,President,ENM,1,0,0,0,GRG-2004,5
Georgia,372,Burdzhanadze,2007,11,25,President,BDA,0,0,0,1,GRG-2007,5
Georgia,372,Mikheil Nikolozis dze Saakashvili,2008,1,20,President,ENM,0,0,0,0,GRG-2008,5
Georgia,372,Giorgi Teimurazis dze Margvelashvili,2013,11,17,President,KODS,1,0,0,0,GRG-2013,5
Georgia,372,Salome Nino Levanis asuli Zurabishvili,2018,12,16,President,Non-Party,1,0,0,0,,5
Azerbaijan,373,Mutalibov,,,,President,Non-Party,,,0,0,AZE-1991,5
Azerbaijan,373,Mamedov,1992,3,6,President,Non-Party,0,0,0,1,AZE-1992-1,5
Azerbaijan,373,Mutalibov,1992,5,14,President,Non-Party,0,0,0,0,AZE-1992-2,5
Azerbaijan,373,Gambarov,1992,5,19,President,AKC,0,0,0,1,AZE-1992-3,5
Azerbaijan,373,Elchibey,1992,6,16,President,AKC,1,0,0,0,AZE-1992-4,5
Azerbaijan,373,H. Aliyev,1993,6,24,President,YAP,1,0,0,0,AZE-1993,5
Azerbaijan,373,Ilham Heydar oglu Aliyev,2003,8,4,President,YAP,0,0,0,0,AZE-2003,5
Finland,375,Mannerheim,,,,Regent,Mil,,,0,1,FIN-1918,5
Finland,375,Stahlberg,1919,7,25,President,ED,1,0,0,0,FIN-1919,5
Finland,375,Relander,1925,3,1,President,ML,1,0,0,0,FIN-1925,5
Finland,375,Svinhufvud,1931,3,1,President,KOK,1,0,0,0,FIN-1931,5
Finland,375,Kallio,1937,3,1,President,ML,1,0,0,0,FIN-1937,5
Finland,375,Ryti,1940,12,19,President,ED,1,0,0,0,FIN-1940,5
Finland,375,Mannerheim,1944,8,4,President,Non-Party,1,0,0,0,FIN-1944,5
Finland,375,Paasikivi,1946,3,9,President,KOK,1,0,0,0,FIN-1946,5
Finland,375,Kekkonen,1956,3,1,President,ML/KESK,1,0,0,0,FIN-1956,5
Finland,375,Koivisto,1981,9,11,President,SDP,1,0,0,0,FIN-1981,5
Finland,375,Marthi Ahtisaari,1994,3,1,President,SDP,0,0,0,0,FIN-1994,5
Finland,375,Tarja Kaarina Halonen,2000,3,1,President,SDP,0,0,0,0,FIN-2000,5
Finland,375,Sauli Vainamo Niinisto,2012,3,1,President,KOK,1,0,0,0,FIN-2012,5
Sweden,380,Eden,,,,PM,LS/SAP,,,0,0,SWD-1917-2,5
Sweden,380,Branting,1920,3,6,PM,SAP,1,0,0,0,SWD-1920-1,5
Sweden,380,de Geer,1920,10,27,PM,Non-Party,0,0,0,1,SWD-1920-2,5
Sweden,380,von Sydow,1921,2,23,PM,Non-Party,0,0,0,1,SWD-1921-1,5
Sweden,380,Branting,1921,10,13,PM,SAP,0,0,0,0,SWD-1921-2,5
Sweden,380,Trygger,1923,4,6,PM,NP,1,0,0,0,SWD-1923,5
Sweden,380,Branting,1924,10,18,PM,SAP,1,0,0,0,SWD-1924,5
Sweden,380,Sandler,1925,1,24,PM,SAP,0,0,0,0,SWD-1925,5
Sweden,380,Ekman,1926,6,6,PM,FF,1,0,0,0,SWD-1926,5
Sweden,380,Lindman,1928,10,1,PM,NP,1,0,0,0,SWD-1928,5
Sweden,380,Ekman,1930,6,6,PM,FF,1,0,0,0,SWD-1930,5
Sweden,380,Hamrin,1932,8,6,PM,FF,0,0,0,0,SWD-1932-1,5
Sweden,380,Hansson,1932,9,24,PM,SAP,1,0,0,0,SWD-1932-2,5
Sweden,380,Pehrsson-Bramst,1936,6,19,PM,BF,0,0,0,1,SWD-1936-1,5
Sweden,380,Hansson,1936,9,28,PM,"SDA/BF, SDA/BF/NP/FP, SDA",0,1,2,0,SWD-1936-2,5
Sweden,380,Erlander,1946,10,10,PM,"SDA, SDA/BF-CP, SDA",0,0,2,0,SWD-1946,5
Sweden,380,Palme,1969,10,14,PM,SDA,0,0,0,0,SWD-1969,5
Sweden,380,Falldin,1976,10,4,PM,CP/FP/MUP,1,0,0,0,SWD-1976,5
Sweden,380,Ullsten,1978,10,18,PM,FP,1,0,0,0,SWD-1978,5
Sweden,380,Falldin,1979,10,9,PM,"CP/FP/MUP, CP/FP",1,0,1,0,SWD-1979,5
Sweden,380,Palme,1982,10,7,PM,SDA,1,0,0,0,SWD-1982,5
Sweden,380,Carlsson,1986,3,12,PM,SDA,0,0,0,0,SWD-1986,5
Sweden,380,Bildt,1991,10,30,PM,MUP/FP/KDS/CP,1,0,0,0,SWD-1991,5
Sweden,380,Carlsson,1994,10,7,PM,SDA,1,0,0,0,SWD-1994,5
Sweden,380,Persson,1996,3,21,PM,SDA,0,0,0,0,SWD-1996,5
Sweden,380,Fredrik Reinfeldt,2006,10,6,PM,M/C/FP/KD,1,0,0,0,SWD-2006,5
Sweden,380,Stefan Lofven,2014,10,3,PM,SAP/MP,1,0,0,0,SWD-2014,5
Norway,385,Knudsen,,,,PM,V,,,0,0,NOR-1913,5
Norway,385,Halvorsen,1920,6,20,PM,H/FV,1,0,0,0,NOR-1920,5
Norway,385,Blehr,1921,6,22,PM,V,1,0,0,0,NOR-1921,5
Norway,385,Halvorsen,1923,3,5,PM,H/FV,1,0,0,0,NOR-1923-1,5
